Frame,Time,X,Y,Z
1030,1.8433300000000001,196.105,532.671,779.604
1031,1.8466600000000002,196.05,532.888,781.335
1032,1.8499999999999999,195.829,532.996,783.133
1033,1.85333,195.697,533.103,784.903
1034,1.85666,195.642,533.342,786.626
1035,1.86,195.4,533.546,788.408
1036,1.8633300000000002,195.298,533.692,790.262
1037,1.8666599999999998,195.173,533.687,791.933
1038,1.8699999999999999,195.041,533.851,793.749
1039,1.87333,194.866,533.944,795.564
1040,1.87666,194.818,533.99,797.244
1041,1.8800000000000001,194.656,534.259,799.152
1042,1.8833300000000002,194.501,534.378,800.856
1043,1.8866599999999998,194.332,534.403,802.634
1044,1.89,194.177,534.54,804.416
1045,1.89333,194.043,534.64,806.229
1046,1.89666,193.987,534.737,807.903
1047,1.9000000000000001,193.792,534.844,809.792
1048,1.9033300000000002,193.612,534.986,811.527
1049,1.9066599999999998,193.478,535.002,813.334
1050,1.91,193.444,535.082,815.079
1051,1.91333,193.306,535.122,816.885
1052,1.91666,193.155,535.203,818.733
1053,1.9200000000000002,193.016,535.216,820.39
1054,1.9233299999999998,192.86,535.281,822.286
1055,1.9266599999999998,192.655,535.351,823.965
1056,1.93,192.582,535.392,825.792
1057,1.93333,192.457,535.553,827.51
1058,1.93666,192.236,535.469,829.284
1059,1.9400000000000002,192.154,535.606,831.08
1060,1.9433299999999998,192.069,535.577,832.859
1061,1.9466599999999998,191.895,535.713,834.541
1062,1.95,191.689,535.72,836.329
1063,1.95333,191.586,535.777,838.139
1064,1.95666,191.399,535.763,839.836
1065,1.9600000000000002,191.24,535.821,841.723
1066,1.9633299999999998,191.116,535.809,843.331
1067,1.9666599999999999,190.961,535.724,845.125
1068,1.97,190.839,535.841,846.932
1069,1.97333,190.597,535.873,848.678
1070,1.97666,190.553,535.824,850.414
1071,1.9799999999999998,190.272,535.746,852.208
1072,1.9833299999999998,190.171,535.836,853.95
1073,1.9866599999999999,190.013,535.788,855.633
1074,1.99,189.964,535.715,857.436
1075,1.99333,189.762,535.669,859.266
1076,1.99666,189.572,535.696,860.971
1077,1.9999999999999998,189.494,535.717,862.757
1078,2.00333,189.3,535.622,864.486
1079,2.00666,189.121,535.594,866.272
1080,2.01,188.878,535.56,868.026
1081,2.01333,188.824,535.459,869.727
1082,2.01666,188.685,535.424,871.523
1083,2.0199999999999996,188.418,535.366,873.271
1084,2.0233299999999996,188.325,535.233,874.989
1085,2.0266599999999997,188.128,535.233,876.82
1086,2.0300000000000002,187.972,535.202,878.492
1087,2.0333300000000003,187.706,535.19,880.259
1088,2.0366600000000004,187.555,535.098,882.009
1089,2.04,187.377,534.975,883.783
1090,2.04333,187.18,534.913,885.555
1091,2.04666,186.966,534.746,887.277
1092,2.05,186.857,534.599,889.108
1093,2.05333,186.7,534.573,890.801
1094,2.05666,186.45,534.508,892.586
1095,2.0599999999999996,186.191,534.408,894.334
1096,2.0633299999999997,186.011,534.27,896.048
1097,2.0666599999999997,185.81,534.252,897.912
1098,2.0700000000000003,185.581,534.029,899.582
1099,2.0733300000000003,185.421,533.877,901.403
1100,2.0766600000000004,185.29,533.816,903.095
1101,2.08,185.067,533.63,904.887
1102,2.08333,184.816,533.58,906.643
1103,2.08666,184.578,533.345,908.336
1104,2.09,184.343,533.24,910.208
1105,2.09333,184.049,533.219,911.988
1106,2.09666,183.816,532.972,913.76
1107,2.0999999999999996,183.675,532.889,915.522
1108,2.1033299999999997,183.486,532.687,917.288
1109,2.1066599999999998,183.303,532.561,919.149
1110,2.1100000000000003,183.054,532.394,920.853
1111,2.1133300000000004,182.85,532.22,922.665
1112,2.1166599999999995,182.51,532.107,924.401
1113,2.12,182.296,531.878,926.211
1114,2.12333,182.14,531.707,927.982
1115,2.12666,181.886,531.559,929.8
1116,2.13,181.625,531.31,931.698
1117,2.13333,181.391,531.161,933.449
1118,2.13666,181.132,530.903,935.233
